"","logFC","logCPM","PValue","FDR"
"YDR078C",1.81403948268466,4.41134838247192,5.57207547195559e-13,2.91254156957255e-12
"YIL050W",0.740528653169642,6.4760249088465,5.61749967484955e-13,2.93369334299071e-12
"YNL332W",3.09352994395775,3.46746733984645,5.95995285424113e-13,3.10979197870765e-12
"YIR007W",0.849799956885137,6.19971186871894,6.10246276682366e-13,3.18134556751503e-12
"YPR158C-D",-1.71353812953992,6.95576369297606,6.14429028836659e-13,3.20033148206559e-12
"YPR074C",-0.232239975787153,9.4875742791,6.19041881655431e-13,3.22152226363693e-12
"YKR046C",0.534008847299424,7.59176929190692,6.20900244877573e-13,3.22835390943814e-12
"YDL083C",-0.218247406012941,9.71441028767469,6.24719714711581e-13,3.24536132743497e-12
"YLR105C",0.856620907806374,5.99553061212209,6.4251301332485e-13,3.33486798231854e-12
"YIL006W",1.18090672491219,5.16764192540048,6.43909341268467e-13,3.339186303493e-12
"YDL132W",0.462083565084198,7.60739302424677,6.4814811301866e-13,3.35822450501875e-12
"YGR113W",1.04246154422668,5.47550479406201,6.492270745717e-13,3.36087191622113e-12
"YDR122W",0.407607301910558,7.9414074489387,6.74884429534794e-13,3.49063913422847e-12
"YNL005C",0.768478890931525,6.45589788551359,6.99875360456498e-13,3.61673581469091e-12
"YGR180C",-0.320791970792398,8.83715982749502,7.04494922436352e-13,3.63743146252696e-12
"YGR193C",0.59381074756625,7.20297197636266,7.21803705208319e-13,3.72355058737369e-12
"YMR270C",0.922386886997206,5.77144773262229,7.53248241402574e-13,3.87899899423762e-12
"YPR109W",0.918880582823136,5.77748645712815,7.53248241402574e-13,3.87899899423762e-12
"YOR126C",1.18893574058287,5.15747608180957,7.64188400921652e-13,3.93191545065514e-12
"YNL250W",1.05345959130369,5.60978964558623,7.83775420606655e-13,4.02914550410736e-12
"YLL021W",0.587950473912561,7.30086999635625,7.84447459985073e-13,4.02914550410736e-12
"YMR303C",1.14068243766116,5.62956636072053,7.86061261588119e-13,4.03393277087329e-12
"YGR116W",0.440590912332305,7.78147099127402,7.87456342053255e-13,4.03759027376873e-12
"YOR023C",0.671097430143372,6.9082948665338,7.96262744148638e-13,4.07920922695021e-12
"YDR320C-A",1.23599407097455,5.09297067352528,8.31888619727741e-13,4.25803197485212e-12
"YGL162W",-0.913758221128635,5.53327329189004,8.43581786750526e-13,4.31415162679591e-12
"YLR207W",0.603708964140433,6.8617662471169,8.48917207347592e-13,4.3376883556785e-12
"YDR276C",0.32082383328926,8.65100942389005,8.73362352588459e-13,4.45874464216213e-12
"YCL055W",1.08456896984738,5.35629068544032,8.75085983505743e-13,4.46369290034783e-12
"YBL086C",0.636685168685113,6.96549180715001,9.11714987229050e-13,4.64652676953858e-12
"YLR274W",0.811234059132229,6.24852442354312,9.28525417024063e-13,4.72812813470859e-12
"YDR293C",0.31665199096647,9.0084499099452,9.52614657322169e-13,4.84662160565372e-12
"YGR109W-B",0.808338831052877,6.56048226626225,9.6884837496691e-13,4.92497923941513e-12
"YDL127W",1.45633537934919,4.86712632827021,9.80958558147669e-13,4.98225904597404e-12
"YOR008C",0.42238278706612,7.8785712409464,9.8433479187248e-13,4.99511917968222e-12
"YJR050W",1.15334724263603,5.1937254769908,9.86415462958544e-13,5.00138842701431e-12
"YLR448W",-0.390677108702782,8.05785053933059,1.00196770588971e-12,5.07589290731971e-12
"YDL244W",2.66609518883227,3.65882410960941,1.04428438644269e-12,5.28574055994985e-12
"YGR007W",0.603215362322019,7.05749807811734,1.05354989650413e-12,5.32808097232046e-12
"YGR260W",0.337755811937203,8.51136422817293,1.07542534431372e-12,5.43406640675005e-12
"YPR122W",0.848669626694118,6.04143494662994,1.09134796084488e-12,5.50981730743954e-12
"YGL156W",0.800356001082549,6.09135559653999,1.11897515371713e-12,5.64448080523808e-12
"YDR381C-A",1.2538650900734,5.26943664788855,1.13274791369975e-12,5.70908807952423e-12
"YLR191W",1.00464553451198,5.55112849433377,1.1559037969394e-12,5.82083639701315e-12
"YBR156C",1.40883636714599,4.87500534665867,1.16607386191895e-12,5.86705700763133e-12
"YBR150C",0.753888524617126,6.29661875891884,1.18362095692793e-12,5.95028479366403e-12
"YDL065C",0.81474648176674,6.14222168551158,1.20884208626732e-12,6.07191733823745e-12
"YJR068W",0.710427933403625,6.4750486714626,1.21548292964852e-12,6.10009541537767e-12
"YIL107C",0.777215270974064,6.50874986111295,1.22352031597145e-12,6.13507661596418e-12
"YOR349W",1.17690951060788,5.22567260470738,1.22452686892914e-12,6.13507661596418e-12
"YJR089W",1.02683213759451,5.74255338332715,1.22993629832415e-12,6.15696537832827e-12
"YBR257W",1.51859526668315,4.7400558324986,1.2407250643077e-12,6.20572291251788e-12
"YIL088C",0.482687702930278,7.58567526909688,1.30019692497027e-12,6.49769020696715e-12
"YKL192C",0.52961988748231,7.38739307013518,1.3121042203259e-12,6.55166301406611e-12
"YLL055W",1.00440865054054,5.49448860555144,1.34857881745962e-12,6.72811202606119e-12
"YDR374W-A",1.9102037495139,4.31952167031509,1.40065275319503e-12,6.98202387586773e-12
"YKL149C",1.17733558354265,5.18085118244131,1.42930254621361e-12,7.11884104877606e-12
"YJL082W",-0.497368898249017,7.4067438945517,1.44228882349825e-12,7.17747936807328e-12
"YDR524C-B",0.112595978091453,11.6316452049558,1.45847948000722e-12,7.25195217075857e-12
"YBR132C",0.759243957238652,6.35148746145231,1.46969991549167e-12,7.30160738871892e-12
"YDR363W-A",0.738382366733509,6.52020919966609,1.48086577890974e-12,7.35090840084641e-12
"YLR082C",1.39702763090164,4.79682886302114,1.49441861889165e-12,7.41196560602002e-12
"YLR220W",0.521959012716564,7.37975391967583,1.51521629561273e-12,7.50882313328352e-12
"YJR054W",1.08052726891112,5.35354308318249,1.52272295085063e-12,7.53970853571813e-12
"YHR198C",1.16734882575771,5.54078954872189,1.52570386110888e-12,7.54815196169003e-12
"YLR154C",1.17934619675493,5.1342443781508,1.56834752086082e-12,7.752641838708e-12
"YBR221C",0.298194171241013,8.80052318548732,1.57427578036096e-12,7.77545057795977e-12
"YGL014W",0.503028875810218,7.32472027462374,1.58913039675123e-12,7.84227235827941e-12
"YDL058W",0.700424724780657,6.63700321060144,1.69459800178077e-12,8.35578031378068e-12
"YOR044W",1.57549600380412,4.7308379360299,1.69732206429292e-12,8.36224367562133e-12
"YJR086W",1.07450270757681,5.36219592653222,1.71680525332021e-12,8.44495410087305e-12
"YNL305C",0.517333042532833,7.31203503948215,1.71696464143152e-12,8.44495410087305e-12
"YDR210W-A",3.27496226876973,3.63885820020709,1.7736460766421e-12,8.7100524686813e-12
"YLR299W",0.510097772748509,7.33116206060249,1.77380652776085e-12,8.7100524686813e-12
"YLR273C",2.01851177517723,4.49234415277324,1.82322390057438e-12,8.9452867493355e-12
"YHL032C",0.441599131208339,7.76276196958301,1.84898071536586e-12,9.06414158477201e-12
"YMR155W",0.915708169355291,5.72950029071217,1.90748793764157e-12,9.3387294720238e-12
"YBL017C",0.359335578278197,8.24211587346444,1.90815006450512e-12,9.3387294720238e-12
"YDL214C",2.0725314632361,4.30758493096014,1.96798527792029e-12,9.62361065244161e-12
"YGL253W",0.15366096608004,11.4520894740931,2.04656783820231e-12,9.99962171646829e-12
"YEL066W",0.90761465888616,5.76075586208163,2.11813370770032e-12,1.03407567231541e-11
"YGL110C",0.936823538955951,5.9554438058958,2.14511852253954e-12,1.04638633947786e-11
"YKL001C",0.939427255869269,5.67010303553586,2.17081292299425e-12,1.05804778133089e-11
"YDR483W",0.356182612920015,8.36718273354982,2.19341634478687e-12,1.06818473350649e-11
"YDL241W",-1.32824880554722,4.49518468035458,2.19643841785006e-12,1.06877681894891e-11
"YJR121W",0.283153253613075,9.38106516385205,2.214166931922e-12,1.07651813773069e-11
"YBL060W",1.06550278001069,5.43230292041404,2.25691757917461e-12,1.09640240689459e-11
"YJR116W",0.755864744847615,6.67700233412943,2.27748718316882e-12,1.10548742106726e-11
"YOL053W",0.808805644727072,6.13746448197131,2.3213321183814e-12,1.12584607741498e-11
"YPR105C",0.754709416757495,6.54353300188148,2.37451675667613e-12,1.15069743237123e-11
"YJR144W",0.704167358458104,6.79431206460814,2.45366059269466e-12,1.188077719065e-11
"YLR262C-A",0.622785353951678,7.17295326879467,2.48030999492927e-12,1.1999995290267e-11
"YOR033C",0.855682396338049,6.16507349664923,2.53189628188457e-12,1.22395672384894e-11
"YDR371W",0.979603303718758,5.57615033324652,2.53807138119774e-12,1.22594027449363e-11
"YOR184W",-0.410446310175908,7.73793246464036,2.59581691492174e-12,1.25280984384926e-11
"YPL050C",0.533157339852174,7.31831897381279,2.7972287551258e-12,1.34891626276115e-11
"YOR368W",1.30599298845208,4.83886504925655,2.80083758510502e-12,1.34955667679694e-11
"YDL213C",0.69645383919045,6.86504064699912,2.87140517838019e-12,1.38208657224462e-11
"YNL078W",0.711369312518412,6.71149787530217,2.87340341121371e-12,1.38208657224462e-11
"YPL248C",0.955662683624064,5.60084136564279,2.87535671866339e-12,1.38208657224462e-11
"YLR071C",0.73158879889841,6.4551726364426,2.88712207436272e-12,1.38661536639644e-11
"YER162C",0.706229479004619,6.49251158851585,2.90539426185797e-12,1.39425935502138e-11
"YLR091W",1.10284637124507,5.28805460650637,2.91543139438991e-12,1.39794226585131e-11
"YDL235C",0.991166129402204,5.63706332591675,2.92419922871439e-12,1.40101107986259e-11
"YIL115C",0.612618596879675,7.34427542444001,2.93845111127047e-12,1.40670026095367e-11
"YPR018W",1.01902967917635,5.74886808507412,2.9557563357546e-12,1.41384076302829e-11
"YOL103W-A",1.73133846810333,6.42879497109501,2.9787650299178e-12,1.42369569321677e-11
"YCR017C",0.355154398564073,8.36721231713962,2.98910028495028e-12,1.42748235561346e-11
"YPR023C",0.550555199628655,7.38107346344326,2.99659559655499e-12,1.42990775361419e-11
"YCR069W",0.514723515594828,7.69601900250756,3.00521015073031e-12,1.43286288975594e-11
"YER111C",1.09273822456531,5.60518496736372,3.00848782561715e-12,1.43327072980488e-11
"YLR354C",0.242139333738807,9.33208546098602,3.0515042778025e-12,1.45259459467075e-11
"YMR066W",1.14388425591926,5.23235373877709,3.07118359051874e-12,1.46078724317519e-11
"YOR245C",0.799206401980102,6.14426183687647,3.14575446403223e-12,1.49505455129949e-11
"YPL195W",0.756035713889492,6.53140349264763,3.20408893579872e-12,1.52155651951212e-11
"YLR238W",1.0074966178489,5.55349214674503,3.21911705298404e-12,1.5274671694071e-11
"YHR017W",0.987505045828405,6.05649877585972,3.37253680348515e-12,1.59898239312673e-11
"YER157W",1.13791903925291,5.38156249781957,3.40094541382227e-12,1.61116044944647e-11
"YKL162C",1.84851024456552,4.64324213872645,3.57987442944124e-12,1.6945693599203e-11
"YGR237C",0.598541638734332,7.11355607186604,3.60532448854054e-12,1.70525219813704e-11
"YJL176C",0.711349864444656,6.41976880100361,3.73992216439504e-12,1.76750155325283e-11
"YLR432W",-0.312362074632964,8.52801617940995,3.7982236788547e-12,1.79362246670257e-11
"YPL071C",1.06705877755729,5.33035161995993,3.86289259117785e-12,1.82270617719293e-11
"YCR008W",0.596701481135046,6.95794319875166,3.9320907283183e-12,1.85387895135134e-11
"YLR286C",-0.172724659488526,10.2687860820701,3.99516259367191e-12,1.88211600849974e-11
"YPR081C",0.911317053675212,5.8760080480966,4.08386392967479e-12,1.92237254350722e-11
"YGL154C",1.15283937113389,5.17733753745271,4.14371696495471e-12,1.94791448918371e-11
"YBR225W",1.01658895523009,6.04079552722762,4.14470904492529e-12,1.94791448918371e-11
"YPL244C",0.703656265973193,6.37765661106376,4.21088731439809e-12,1.97744605073758e-11
"YEL025C",0.756301745719955,6.39875495430648,4.25041466494969e-12,1.99442534278409e-11
"YBL064C",0.523726476265907,7.1666144559692,4.26833867617848e-12,2.00124880720666e-11
"YOR069W",0.774675513209689,6.22233079982071,4.29290162173202e-12,2.01117172571563e-11
"YHR004C",0.738482297238941,6.63434934718102,4.42285817686108e-12,2.0704154930765e-11
"YMR027W",0.49950684809323,7.47743328849778,4.57605138298524e-12,2.14043446902163e-11
"YEL052W",0.538780034565469,7.27195682947442,4.76564054302715e-12,2.22735348286664e-11
"YNL308C",0.63322435082711,6.81182607587272,4.84560754533452e-12,2.26294079287643e-11
"YBL095W",0.921091254551314,5.69551292380665,4.87773394550842e-12,2.27614761479285e-11
"YIL082W-A",0.706012282901848,6.73563671293255,5.00265010804863e-12,2.33259895108934e-11
"YJR073C",-0.407649097085968,7.74024300127402,5.13299915120341e-12,2.39149259666697e-11
"YPR025C",1.01401260761012,5.53579277228387,5.16122168787722e-12,2.40274970316047e-11
"YBL026W",1.14595221039343,5.51702288967108,5.25158231921365e-12,2.44289407097384e-11
"YKL171W",0.71222395003207,6.516687865338,5.35608111237087e-12,2.48954689252933e-11
"YOR141C",0.816221186382848,6.53447702206458,5.40967332697903e-12,2.51248328694936e-11
"YDR373W",0.790481719799419,6.17708850618593,5.590358989698e-12,2.59436503074848e-11
"YNL279W",1.886213352502,4.79633690160298,5.66994554510886e-12,2.62923728764962e-11
"YDR285W",1.66044865763214,4.47170326609264,5.78500375262796e-12,2.6804907755912e-11
"YPR134W",0.98648623379615,5.51554406483456,5.82097402359295e-12,2.69504720638494e-11
"YGR198W",0.719610588746816,6.55049294270372,5.8538281461575e-12,2.70813926042329e-11
"YOR211C",0.855781227815995,6.22509145579889,5.86894351832204e-12,2.71301084358684e-11
"YOR320C",0.745040153133044,6.24335477847454,6.21203753999457e-12,2.86936972085464e-11
"YKL210W",0.336612646702954,8.66143174141694,6.23034700143043e-12,2.87558215346832e-11
"YHR090C",1.4165250794157,4.85547615864458,6.24358837442739e-12,2.87944757688908e-11
"YJL090C",1.13790085998709,5.15093117803333,6.52295045518462e-12,3.00594219963609e-11
"YDR334W",0.578594537786891,7.14644624973383,7.30139433143814e-12,3.36205060382253e-11
"YBR059C",0.386730371278842,8.06239676318569,7.33680191996562e-12,3.3757276019002e-11
"YNR060W",0.912854308129161,5.66998657793318,7.426825977686e-12,3.41449334187786e-11
"YER003C",0.494913209841138,7.31690665343988,7.59854846756415e-12,3.49073068964108e-11
"YJR088C",0.841730939808251,6.18070788667121,7.70935197311256e-12,3.53888561868945e-11
"YLR001C",0.933312885492165,6.19636824409783,7.97059437573973e-12,3.65596952877922e-11
"YDR235W",1.15227962387315,5.11407137046705,8.05584145887684e-12,3.69220866864247e-11
"YML056C",-0.325333908366198,8.74822692838747,8.26084530851745e-12,3.78323697294874e-11
"YKL201C",0.849723003639687,6.31293441140733,8.26953136660901e-12,3.7842859316493e-11
"YDL018C",1.08601711491921,5.30351692989525,8.49552035847013e-12,3.88469814227726e-11
"YBR299W",2.05603556802234,4.96389301993914,8.55678436490283e-12,3.90969058587877e-11
"YGL005C",1.23395465611858,5.63397295391262,8.69466661780055e-12,3.96962518345107e-11
"YNL206C",0.734222123744916,6.29987963814132,8.83227831945147e-12,4.02934393339972e-11
"YLR421C",0.635757351990255,6.8868525912478,8.95186245372304e-12,4.08075270714016e-11
"YLL001W",0.664375403658727,6.62570059234126,9.1384128112156e-12,4.16258572778774e-11
"YHR161C",0.494989898991353,7.81875803842998,9.33604032865277e-12,4.24933466343373e-11
"YFR006W",0.552981761817246,7.12275125806212,9.37003605773219e-12,4.26152985039211e-11
"YER032W",1.10043372343948,5.22903605014446,9.52279301229026e-12,4.32767789967139e-11
"YFR014C",0.450985851762989,7.55742034566937,9.72384078734746e-12,4.41565356398579e-11
"YGL200C",0.332891904861967,8.56145402208455,9.80115353725495e-12,4.44734857974981e-11
"YPL150W",0.940430484477997,6.04260956197962,1.02373310778926e-11,4.64170789179237e-11
"YPR158W",1.61930577017732,4.5037553783573,1.04575436940454e-11,4.7379238926238e-11
"YLL003W",0.983013419516257,5.47850600814823,1.0468099638281e-11,4.73907770158446e-11
"YMR163C",1.11635751631924,5.1811526348232,1.0495376489855e-11,4.74779378367524e-11
"YMR074C",0.637716704853947,6.73764914367061,1.06712353013695e-11,4.8236592267535e-11
"YNL088W",0.687885482302074,6.57432368321901,1.09406102406302e-11,4.94164815219915e-11
"YKL015W",0.823122324649799,6.26264386200489,1.10889187215163e-11,5.00481556637773e-11
"YGR186W",0.402359775443791,7.94648769117328,1.10983987577795e-11,5.0052763300138e-11
"YMR110C",0.570339566607579,7.289672809719,1.12783875832066e-11,5.08257572961414e-11
"YOL049W",0.496861948484481,7.29258387351294,1.13049179600592e-11,5.09065445735693e-11
"YDR217C",0.805789485509335,5.99626203161705,1.16086576404324e-11,5.22345454436795e-11
"YBR293W",0.923603019785345,5.60851982189248,1.21225857218369e-11,5.4505577291876e-11
"YNL064C",-0.334818808738675,8.38551082256334,1.22813564908975e-11,5.51775143178745e-11
"YPL153C",1.2813111810135,5.11294923105171,1.22948957152086e-11,5.51964324331483e-11
"YLR006C",0.665809536177655,7.00688034148337,1.32562490252375e-11,5.94671914195073e-11
"YFL038C",0.263982409283551,9.39948917896022,1.34272711875552e-11,6.01887603157304e-11
"YOL040C",0.195835378251446,9.9624009852842,1.37468379439227e-11,6.15745950902274e-11
"YMR162C",0.649714946424896,6.68418299105881,1.38905132951649e-11,6.21710795518085e-11
"YOR324C",0.917235664880726,5.8206684833549,1.40682771297278e-11,6.2919120012547e-11
"YPL168W",0.972153122023759,5.61310243257068,1.50954964323787e-11,6.7462275219324e-11
"YGL003C",0.702114261510315,6.6204304469041,1.51932954290748e-11,6.78480973991213e-11
"YER164W",0.578828046918755,7.10270795928166,1.52491183665401e-11,6.8046028186137e-11
"YDR303C",0.766296945711699,6.11430842003975,1.60102662412624e-11,7.13886551240012e-11
"YER078C",0.752983196736017,6.24937270084336,1.60882566500272e-11,7.16823905107009e-11
"YGR148C",0.352289239396172,8.97366933037775,1.62063736002243e-11,7.21543360365141e-11
"YNL038W",0.984281300665815,5.43265890433733,1.69941273672058e-11,7.5604700475005e-11
"YML034W",0.818272206649267,6.49696482251407,1.79080633077356e-11,7.96108268909629e-11
"YPL154C",0.18090010275302,10.0716407281892,1.79931529832434e-11,7.99290436950837e-11
"YKL008C",0.581719086221762,7.08232575278593,1.81437730788483e-11,8.05376633965083e-11
"YBR234C",0.367279000222687,8.092456813873,1.83568492950373e-11,8.14223967606715e-11
"YLR407W",1.44707549900708,4.52454940415077,1.87137651006944e-11,8.29433319107182e-11
"YMR169C",1.08846650057776,5.19056804432511,1.90426668000129e-11,8.43379187542485e-11
"YER064C",-0.480302553973287,7.48457082925764,1.92109717831144e-11,8.50196858943068e-11
"YJR080C",0.685583022677222,6.43217381453828,2.00686013206923e-11,8.87488146595936e-11
"YHR061C",1.05529781232503,5.29430859421753,2.03255422993778e-11,8.98179490555776e-11
"YKR038C",0.657049060747995,6.65127517319136,2.07120297957394e-11,9.14575226129776e-11
"YOR357C",1.10771265077299,5.17466943614463,2.10739555992711e-11,9.29862753772464e-11
"YPL107W",1.092805608999,5.19398446313975,2.15314764411841e-11,9.49342370361298e-11
"YOL087C",0.383474852804979,7.90354172585358,2.21064351917861e-11,9.73967066491424e-11
"YOR016C",0.868987209950008,5.71407533040275,2.25401745990478e-11,9.92337895108379e-11
"YNL237W",0.869500706918127,5.69601380654686,2.260997848558e-11,9.94670949436259e-11
"YLR219W",0.511257832646936,7.5085834974966,2.31503855680814e-11,1.01768819766967e-10
"YNL265C",0.848957530924405,5.79756907671413,2.33891380009503e-11,1.02742041240997e-10
"YMR065W",1.50644517181385,4.41768549303858,2.34098787127132e-11,1.02756863756027e-10
"YLR020C",0.739672385986942,6.19703272346056,2.36919965157305e-11,1.03918119632007e-10
"YMR133W",1.77013709825437,4.12217494288785,2.3974847609647e-11,1.05080869115764e-10
"YGL038C",0.548692181341454,6.96844949302659,2.40286375090312e-11,1.0523867367945e-10
"YPL265W",0.340949536331629,8.27174032535912,2.41722516019836e-11,1.0578935852732e-10
"YPR103W",0.32068350925496,8.4773314153428,2.47003953886667e-11,1.0802087177734e-10
"YPR188C",0.971948052761934,5.43530447480646,2.47528937251721e-11,1.08170511205202e-10
"YNL141W",-0.75769352031061,5.94299226567638,2.48367328448423e-11,1.08456788371168e-10
"YMR083W",-0.295779345354904,8.87514186028644,2.5151806718315e-11,1.0975165217719e-10
"YOL101C",0.996076752431224,5.65840409462775,2.54329997320111e-11,1.10896875028968e-10
"YNL083W",0.935403427311019,5.54406876201808,2.56078689838901e-11,1.11577143429807e-10
"YFR024C-A",0.474850207745247,8.06708277102594,2.6229566545811e-11,1.14201872885624e-10
"YIL055C",0.875141476349135,5.71859116510857,2.65309250774953e-11,1.1542903212025e-10
"YOR103C",0.911669547821895,5.85135839945891,2.69456660982871e-11,1.17147322779989e-10
"YKL035W",-0.227803154031931,9.36898758019687,2.75724375355177e-11,1.19784223860248e-10
"YBR081C",0.719046136360524,6.36703424931386,2.76541268914637e-11,1.20050967583852e-10
"YLR333C",0.316777927566142,8.4577438078755,2.78854087404845e-11,1.20966248913084e-10
"YOR355W",0.73022358363298,6.43966715521638,2.80178423277345e-11,1.2145170187048e-10
"YOL090W",0.728551892562832,6.27863692478718,2.83282603880458e-11,1.2265837615226e-10
"YOR058C",1.03921497528572,5.33591710876414,2.83376711509447e-11,1.2265837615226e-10
"YCR082W",0.67881599180355,6.37024894227364,2.95576802088884e-11,1.27845609499995e-10
"YIR017C",0.993280534772723,5.39058691792091,3.05495168305982e-11,1.31991595423856e-10
"YER025W",-0.33540175919237,8.20074596192215,3.05608392311446e-11,1.31991595423856e-10
"YPL169C",0.613779559435886,6.72041947717972,3.0875765276439e-11,1.33254488067607e-10
"YDR153C",0.673741088150232,6.79069338066283,3.1238135411191e-11,1.3470711858815e-10
"YOR164C",0.843238412791231,6.07237236220635,3.12578796385888e-11,1.3470711858815e-10
"YOL163W",2.43517562244067,3.58133752499326,3.21469843845381e-11,1.38437923292076e-10
"YOR048C",0.560113229840555,6.98947262878558,3.30295050124173e-11,1.42134968115253e-10
"YNL294C",0.517751083157226,7.46817079028649,3.42881381397545e-11,1.47443977741953e-10
"YLR036C",1.31943212956675,4.6904037607814,3.47327040755317e-11,1.49247211339812e-10
"YCL048W",2.68181548832,3.43487795117882,3.49382784676595e-11,1.50021620967447e-10
"YLR078C",0.899439858750624,6.12228917607363,3.62707631237641e-11,1.55630243222126e-10
"YKR017C",0.882288953192341,5.75126612430279,3.6303861150778e-11,1.55659381470401e-10
"YBR006W",0.773979367450267,6.29490235329332,3.64022689207743e-11,1.55968302102984e-10
"YPL270W",0.496321635820961,7.17059585114527,3.68325193374417e-11,1.57697552040262e-10
"YDR358W",0.596469227584662,6.92753978649419,3.79177019070167e-11,1.62226350096759e-10
"YBR297W",0.757957835500457,6.44779816705385,3.83563721781225e-11,1.6391475872771e-10
"YDR436W",0.603871650869076,6.95565240371686,3.83677439306876e-11,1.6391475872771e-10
"YLR095C",0.58544840603247,6.92690885807255,3.91149691315142e-11,1.66986487987857e-10
"YDR270W",0.912077414868531,5.56922815673519,4.03098798791161e-11,1.71963633197354e-10
"YNL215W",0.631867485607454,6.98602599403064,4.05196379461222e-11,1.72733932080119e-10
"YNL041C",0.744906833873837,6.13811733735496,4.06345093215941e-11,1.73023339707264e-10
"YMR196W",0.372109983178567,7.95205882951896,4.0646010172908e-11,1.73023339707264e-10
"YGL176C",1.14291426951314,5.36435112767263,4.20054034197664e-11,1.78681503978977e-10
"YNR034W",0.838472605428595,5.93742178261136,4.46605766410924e-11,1.8983953447223e-10
"YML117W",0.315623806203559,8.478858219786,4.55906325076099e-11,1.93653820924284e-10
"YDR231C",0.784753971743914,5.9663441698675,4.59322963106947e-11,1.94965134340302e-10
"YDL159W",0.917389912600878,5.54169938728562,4.73710684718939e-11,2.0092803738222e-10
"YGR255C",0.554396660270185,6.92225724261928,4.84777941905129e-11,2.05475005892024e-10
"YDR049W",1.20543087448155,5.82529424046905,4.98500449390207e-11,2.11140097282882e-10
"YFR011C",0.898491210466662,5.5590712363453,5.03426894353178e-11,2.13074172667221e-10
"YPL204W",0.430782436369021,7.88118637118837,5.04735845419114e-11,2.13475482297705e-10
"YOR104W",1.06795029763752,5.40758134450886,5.33573049013896e-11,2.25510837929659e-10
"YAL026C",0.59683418189826,7.00459159046073,5.46423655671361e-11,2.3077721417612e-10
"YHR099W",0.595043319772769,6.65828343085639,5.71042087557883e-11,2.41002570048502e-10
"YDR444W",0.900288164029674,5.59140115423621,5.72066163237067e-11,2.41262686234763e-10
"YER008C",0.604657085645909,7.12214568888907,5.79230407602287e-11,2.44110136879112e-10
"YFR042W",1.12838348966189,5.31837724725723,5.83732618667067e-11,2.45832448729753e-10
"YOL103W-B",-1.607103972532,6.42717457976341,5.85069710296979e-11,2.46220304112889e-10
"YMR294W",1.17861652158977,4.92395609766753,5.9373070922928e-11,2.4968760529564e-10
"YOR134W",1.13153017179263,5.01455195501563,6.24194970743639e-11,2.62312616611514e-10
"YOR122C",0.280313836830078,8.82086560809446,6.47809412542416e-11,2.72043172037862e-10
"YNL074C",0.463359304694868,7.32065464849957,6.75052682840764e-11,2.83282746409135e-10
"YDR145W",0.51684618413157,7.21654284459206,6.84672878904229e-11,2.87116188836026e-10
"YDR498C",0.831583329392775,6.1012499927201,6.85476689175138e-11,2.8724968624995e-10
"YGL127C",0.986601182465999,5.4464029454011,6.87820176868943e-11,2.88027741439033e-10
"YDL140C",-0.245258233779231,9.07064909888648,6.93586130910085e-11,2.90236855487622e-10
"YPL024W",1.21200664196721,5.19034658855546,7.04864346770248e-11,2.94747868539898e-10
"YDL001W",1.18506450255248,4.96580818675229,7.06969998278657e-11,2.95419596032119e-10
"YOL069W",1.18737427741915,4.89218731653969,7.25162560836529e-11,3.02807824450935e-10
"YKR010C",1.02602960635702,5.24507545271953,7.3076260897736e-11,3.04931054817986e-10
"YFL048C",0.583602311896567,7.0405330938753,7.37934711193602e-11,3.0770681368094e-10
"YKR087C",0.984607721042609,5.63424208899412,7.43122909847563e-11,3.0965198996958e-10
"YDR018C",1.77665805740413,4.42258760446154,7.66094967616191e-11,3.18999572370514e-10
"YMR126C",1.25056163445199,4.81821624414414,7.76003833974857e-11,3.22898360452126e-10
"YOR110W",0.764136955230302,6.2826105211423,7.82911628471533e-11,3.25543788170489e-10
"YLL052C",-2.09687376231496,3.27643722072644,8.10706885392733e-11,3.36864651746405e-10
"YBR287W",-0.381046238248911,7.89943943462918,8.29856168532673e-11,3.44579575383005e-10
"YDR377W",0.640531303168817,6.56822583084359,8.37844915134735e-11,3.47652760368319e-10
"YER028C",0.938049356040567,5.89827532874086,8.39215530252981e-11,3.47977455676726e-10
"YKL151C",0.487383520739197,7.47888499934706,8.42222099163609e-11,3.48979563077806e-10
"YJR093C",0.642270317533089,6.44222739671466,8.4852466314097e-11,3.51345026718343e-10
"YFL013C",0.56453059738587,6.90505681123563,8.51891359388634e-11,3.52492389755423e-10
"YDR168W",0.6158559053164,6.70953988708176,8.83533078955006e-11,3.65329505812493e-10
"YKR089C",0.406682233908921,7.93974525803871,8.86241841867123e-11,3.66193643737973e-10
"YML020W",0.94409396635059,5.87384448391415,8.94938478977397e-11,3.6952902861893e-10
"YIL047C",-0.715802152860507,6.6955935452122,9.39512398650928e-11,3.87663519024933e-10
"YBR160W",0.676184213657107,6.41568000048053,9.64235716424370e-11,3.97587646974425e-10
"YOL031C",0.814527195204523,6.22208538034223,9.71802232912518e-11,4.00428538450095e-10
"YGL226C-A",0.777559755299857,6.0615973321675,9.79730415081164e-11,4.03414395687909e-10
"YHR188C",0.43017829112817,7.58461379658149,9.9952029042501e-11,4.11276881672099e-10
"YLL019C",0.547405891249241,6.95060029322446,1.02641210395352e-10,4.22048674016189e-10
"YGR216C",0.894950769896479,5.5565167128156,1.03377947343554e-10,4.24782857244313e-10
"YBR167C",1.13204280484091,4.96250152700979,1.03624946565489e-10,4.25502296202636e-10
